"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0;0;0.369
"1997-01-02";0;0;0.335
"1997-01-03";0;0.091;0.342
"1997-01-04";0.261;0.209;0.368
"1997-01-05";0.074;0.162;0.363
"1997-01-06";0;0.125;0.37
"1997-01-07";0;0.085;0.359
"1997-01-08";0;0.017;0.357
"1997-01-09";0;0.173;0.34
"1997-01-10";0;0.261;0.332
"1997-01-11";0.223;0.323;0.325
"1997-01-12";0;0.325;0.371
"1997-01-13";0;0.33;0.393
"1997-01-14";0;0.261;0.363
"1997-01-15";0;0.331;0.349
"1997-01-16";0;0.405;0.359
"1997-01-17";3.738;0.536;0.366
"1997-01-18";2.608;0.496;0.427
"1997-01-19";1.459;0.549;0.442
"1997-01-20";0;0.423;0.477
"1997-01-21";3.444;0.371;0.449
"1997-01-22";3.682;0.55;0.383
"1997-01-23";0;0.44;0.442
"1997-01-24";0.004;0.451;0.434
"1997-01-25";0.047;0.632;0.408
"1997-01-26";0;0.463;0.385
"1997-01-27";0;0.365;0.354
"1997-01-28";0;0.461;0.358
"1997-01-29";0;0.309;0.375
"1997-01-30";0;0.328;0.355
"1997-01-31";0;0.237;0.307
"1997-02-01";0.291;0.286;0.307
"1997-02-02";1.89;0.456;0.349
"1997-02-03";0;0.468;0.349
"1997-02-04";3.001;0.672;0.363
"1997-02-05";1.819;0.74;0.38
"1997-02-06";0;0.691;0.421
"1997-02-07";0.027;0.798;0.401
"1997-02-08";0;0.758;0.34
"1997-02-09";0;0.643;0.352
"1997-02-10";9.843;0.818;0.381
"1997-02-11";2.765;0.744;0.505
"1997-02-12";6.908;0.968;0.582
"1997-02-13";8.723;0.735;0.676
"1997-02-14";11.657;0.913;1.023
"1997-02-15";0;0.68;1.317
"1997-02-16";3.591;0.697;1.193
"1997-02-17";1.958;0.893;1.06
"1997-02-18";7.722;0.907;1.125
"1997-02-19";1.556;0.893;1.209
"1997-02-20";0;0.918;1.073
"1997-02-21";0;1.016;0.982
"1997-02-22";0;1.024;0.872
"1997-02-23";1.225;1.061;0.853
"1997-02-24";15.401;1.095;0.918
"1997-02-25";33.311;1.173;2.486
"1997-02-26";2.782;0.988;4.367
"1997-02-27";0;0.928;3.684
"1997-02-28";0.035;1.136;2.792
"1997-03-01";0.019;1.18;2.205
"1997-03-02";2.679;1.235;1.852
"1997-03-03";0.001;1.255;1.72
"1997-03-04";2.08;1.236;1.603
"1997-03-05";0.147;1.17;1.534
"1997-03-06";0.018;1.354;1.391
"1997-03-07";0;1.223;1.327
"1997-03-08";0;1.217;0.98
"1997-03-09";0;1.268;0.895
"1997-03-10";0;1.424;0.805
"1997-03-11";0;1.476;0.727
"1997-03-12";0;1.344;0.655
"1997-03-13";0;1.177;0.608
"1997-03-14";0;1.398;0.568
"1997-03-15";0;1.504;0.506
"1997-03-16";0;1.438;0.467
"1997-03-17";0;1.262;0.461
"1997-03-18";0.896;1.475;0.377
"1997-03-19";0;1.278;0.361
"1997-03-20";0.012;1.157;0.3
"1997-03-21";0;1.209;0.405
"1997-03-22";0;1.313;0.378
"1997-03-23";0;1.388;0.436
"1997-03-24";1.999;1.521;0.455
"1997-03-25";0;1.53;0.418
"1997-03-26";0;1.63;0.406
"1997-03-27";0.004;1.867;0.383
"1997-03-28";0;1.499;0.33
"1997-03-29";0;1.235;0.305
"1997-03-30";0;1.38;0.304
"1997-03-31";0;1.53;0.28
"1997-04-01";0;1.612;0.376
"1997-04-02";0;1.721;0.381
"1997-04-03";0;1.682;0.375
"1997-04-04";0;1.581;0.363
"1997-04-05";0;1.573;0.324
"1997-04-06";0;1.855;0.336
"1997-04-07";0;1.796;0.336
"1997-04-08";0;1.969;0.328
"1997-04-09";0;2.24;0.35
"1997-04-10";0;2.25;0.334
"1997-04-11";0;2.099;0.292
"1997-04-12";0;1.594;0.23
"1997-04-13";0;1.505;0.323
"1997-04-14";0;1.74;0.282
"1997-04-15";0;1.85;0.303
"1997-04-16";0;1.673;0.292
"1997-04-17";0;1.793;0.254
"1997-04-18";0;1.843;0.24
"1997-04-19";0;1.617;0.227
"1997-04-20";0;1.533;0.248
"1997-04-21";0;1.411;0.259
"1997-04-22";0;1.555;0.247
"1997-04-23";0;1.856;0.24
"1997-04-24";0;2.045;0.223
"1997-04-25";2.837;2.252;0.237
"1997-04-26";12.351;2.294;0.255
"1997-04-27";0.187;2.386;0.315
"1997-04-28";0.027;2.662;0.301
"1997-04-29";0;2.525;0.25
"1997-04-30";0;2.454;0.231
"1997-05-01";0;2.851;0.2
"1997-05-02";0;3.346;0.195
"1997-05-03";0;3.098;0.16
"1997-05-04";5.276;2.895;0.151
"1997-05-05";12.439;2.615;0.24
"1997-05-06";1.62;1.865;0.347
"1997-05-07";0.749;1.549;0.351
"1997-05-08";3.732;2.045;0.29
"1997-05-09";2.612;2.278;0.308
"1997-05-10";10.195;2.333;0.307
"1997-05-11";1.709;2.403;0.401
"1997-05-12";0.399;2.457;0.37
"1997-05-13";0.5;2.501;0.289
"1997-05-14";0;2.661;0.274
"1997-05-15";0;3.061;0.209
"1997-05-16";6.264;3.152;0.238
"1997-05-17";7.882;3.271;0.252
"1997-05-18";1.022;3.211;0.552
"1997-05-19";1.383;3.237;0.35
"1997-05-20";7.029;2.818;0.308
"1997-05-21";1.684;2.912;0.249
"1997-05-22";0;2.969;0.307
"1997-05-23";0;3.184;0.284
"1997-05-24";0;2.91;0.214
"1997-05-25";0;3.08;0.203
"1997-05-26";0;3.34;0.203
"1997-05-27";0;3.504;0.196
"1997-05-28";0;3.209;0.147
"1997-05-29";0;3.518;0.129
"1997-05-30";0;4.009;0.11
"1997-05-31";0;3.981;0.116
"1997-06-01";0;3.191;0.092
"1997-06-02";2.011;2.93;0.1
"1997-06-03";0;2.973;0.089
"1997-06-04";0.347;3.482;0.068
"1997-06-05";8.696;3.449;0.104
"1997-06-06";4.899;3.802;0.099
"1997-06-07";0.785;3.727;0.105
"1997-06-08";3.121;3.652;0.113
"1997-06-09";0;3.591;0.11
"1997-06-10";2.449;3.882;0.111
"1997-06-11";5.082;3.604;0.092
"1997-06-12";3.353;3.582;0.125
"1997-06-13";4.653;3.42;0.106
"1997-06-14";1.005;3.296;0.109
"1997-06-15";0;3.354;0.136
"1997-06-16";7.539;3.229;0.145
"1997-06-17";0.304;3.519;0.241
"1997-06-18";0;3.355;0.171
"1997-06-19";3.913;3.022;0.121
"1997-06-20";5.414;3.04;0.083
"1997-06-21";5.605;3.099;0.098
"1997-06-22";1.126;3.113;0.145
"1997-06-23";1.304;3.25;0.178
"1997-06-24";0;3.247;0.176
"1997-06-25";8.257;3.188;0.152
"1997-06-26";7.577;2.948;0.155
"1997-06-27";13.382;2.811;0.197
"1997-06-28";3.547;3.082;0.583
"1997-06-29";0;2.892;0.456
"1997-06-30";5.155;3.092;0.321
"1997-07-01";2.654;3.082;0.281
"1997-07-02";1.615;2.8;0.266
"1997-07-03";2.387;2.932;0.242
"1997-07-04";5.612;3.007;0.22
"1997-07-05";0;3.393;0.2
"1997-07-06";0;3.52;0.225
"1997-07-07";0;3.782;0.218
"1997-07-08";0;4.099;0.169
"1997-07-09";0;4.143;0.112
"1997-07-10";0;3.999;0.086
"1997-07-11";0;3.732;0.121
"1997-07-12";0;3.663;0.118
"1997-07-13";0;3.805;0.109
"1997-07-14";0;3.57;0.123
"1997-07-15";0;3.739;0.132
"1997-07-16";0;3.708;0.143
"1997-07-17";0;3.543;0.128
"1997-07-18";0;3.386;0.077
"1997-07-19";0;3.527;0.066
"1997-07-20";0;3.686;0.07
"1997-07-21";0;3.732;0.076
"1997-07-22";0;3.881;0.065
"1997-07-23";0;3.903;0.072
"1997-07-24";0.478;3.483;0.073
"1997-07-25";3.158;3.521;0.063
"1997-07-26";0;3.857;0.069
"1997-07-27";0.84;3.901;0.069
"1997-07-28";0;3.605;0.044
"1997-07-29";0;3.944;0.063
"1997-07-30";0.002;3.635;0.1
"1997-07-31";0;3.204;0.091
"1997-08-01";0;3.454;0.093
"1997-08-02";0.611;3.77;0.085
"1997-08-03";0;4.104;0.088
"1997-08-04";0.723;3.724;0.087
"1997-08-05";0.092;3.688;0.089
"1997-08-06";0.137;3.755;0.076
"1997-08-07";5.145;3.69;0.061
"1997-08-08";0;3.899;0.073
"1997-08-09";0;4.07;0.086
"1997-08-10";13.554;3.854;0.079
"1997-08-11";0;3.781;0.099
"1997-08-12";0.881;3.741;0.047
"1997-08-13";1.833;3.596;0.039
"1997-08-14";0;3.524;0.041
"1997-08-15";0;3.702;0.063
"1997-08-16";13.517;3.602;0.07
"1997-08-17";0;3.525;0.303
"1997-08-18";0.011;3.562;0.308
"1997-08-19";0;3.707;0.127
"1997-08-20";0;3.781;0.087
"1997-08-21";0;3.524;0.08
"1997-08-22";0;3.498;0.082
"1997-08-23";0;3.473;0.089
"1997-08-24";0.231;3.402;0.086
"1997-08-25";8.791;3.188;0.088
"1997-08-26";0;2.685;0.115
"1997-08-27";14.784;2.962;0.105
"1997-08-28";5.523;2.444;0.056
"1997-08-29";9.281;2.518;0.044
"1997-08-30";3.845;3.007;0.077
"1997-08-31";0;2.893;0.065
"1997-09-01";0;2.484;0.113
"1997-09-02";0;2.404;0.075
"1997-09-03";0;2.625;0.08
"1997-09-04";3.521;2.657;0.068
"1997-09-05";0;2.368;0.047
"1997-09-06";0;2.235;0.045
"1997-09-07";0;2.212;0.039
"1997-09-08";0;2.329;0.05
"1997-09-09";0;2.27;0.065
"1997-09-10";0;2.238;0.039
"1997-09-11";0;2.293;0.05
"1997-09-12";2.198;2.236;0.046
"1997-09-13";0.005;1.847;0.045
"1997-09-14";0;1.789;0.039
"1997-09-15";0;1.836;0.04
"1997-09-16";0;2.012;0.042
"1997-09-17";0;2.188;0.04
"1997-09-18";0;2.545;0.034
"1997-09-19";0;2.528;0.036
"1997-09-20";0;2.536;0.042
"1997-09-21";0;2.269;0.038
"1997-09-22";0;2.212;0.033
"1997-09-23";0;2.056;0.037
"1997-09-24";0;1.972;0.034
"1997-09-25";0;2.002;0.027
"1997-09-26";0;1.938;0.025
"1997-09-27";0;1.946;0.024
"1997-09-28";0;2.028;0.021
"1997-09-29";0.003;2.009;0.028
"1997-09-30";0;2.013;0.031
"1997-10-01";0;1.899;0.033
"1997-10-02";0;1.897;0.038
"1997-10-03";0;1.769;0.027
"1997-10-04";0;1.637;0.028
"1997-10-05";0;1.597;0.027
"1997-10-06";0.742;1.666;0.02
"1997-10-07";5.032;1.657;0.016
"1997-10-08";35.136;1.745;0.019
"1997-10-09";1.763;1.813;0.038
"1997-10-10";4.396;1.631;0.166
"1997-10-11";2.196;1.4;0.137
"1997-10-12";1.032;1.308;0.082
"1997-10-13";1.193;1.122;NA
"1997-10-14";0;1.038;NA
"1997-10-15";3.6;1.334;NA
"1997-10-16";0.541;1.383;NA
"1997-10-17";0;1.444;NA
"1997-10-18";0;1.486;NA
"1997-10-19";1.412;1.442;NA
"1997-10-20";5.397;1.442;NA
"1997-10-21";1.792;1.256;NA
"1997-10-22";6.54;1.169;NA
"1997-10-23";0.096;1.141;NA
"1997-10-24";0;0.826;NA
"1997-10-25";0;0.717;NA
"1997-10-26";0;0.782;NA
"1997-10-27";0;0.813;NA
"1997-10-28";0;0.571;NA
"1997-10-29";0;0.422;NA
"1997-10-30";0;0.51;0.07
"1997-10-31";0;0.618;0.063
"1997-11-01";0;0.629;0.058
"1997-11-02";0;0.473;0.069
"1997-11-03";0;0.628;0.082
"1997-11-04";10.216;0.965;0.075
