"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0;0;0.582
"1997-01-02";0;0;0.551
"1997-01-03";1.825;0.047;0.52
"1997-01-04";1.345;0.082;0.506
"1997-01-05";0;0.029;0.456
"1997-01-06";0;0.011;0.426
"1997-01-07";0;0;0.396
"1997-01-08";5.234;0.14;0.391
"1997-01-09";1.804;0.264;0.553
"1997-01-10";0;0.185;0.823
"1997-01-11";0;0.095;0.639
"1997-01-12";0;0.144;0.496
"1997-01-13";0.001;0.129;0.445
"1997-01-14";0;0.188;0.435
"1997-01-15";0;0.31;0.351
"1997-01-16";0;0.341;0.335
"1997-01-17";0;0.389;0.362
"1997-01-18";2.934;0.432;0.697
"1997-01-19";7.377;0.428;1.715
"1997-01-20";0;0.339;1.52
"1997-01-21";2.4;0.435;1.32
"1997-01-22";1.521;0.606;1.569
"1997-01-23";2.721;0.666;1.857
"1997-01-24";0;0.595;1.622
"1997-01-25";0;0.515;1.309
"1997-01-26";0;0.399;1.15
"1997-01-27";0;0.31;1.063
"1997-01-28";0;0.222;0.915
"1997-01-29";0;0.198;0.83
"1997-01-30";0;0.143;0.759
"1997-01-31";0;0.13;0.724
"1997-02-01";0;0.102;0.658
"1997-02-02";0;0.116;0.618
"1997-02-03";0;0.297;0.583
"1997-02-04";2.052;0.322;0.568
"1997-02-05";4.167;0.545;0.603
"1997-02-06";0;0.409;0.747
"1997-02-07";0;0.494;0.583
"1997-02-08";0;0.546;0.521
"1997-02-09";0;0.559;0.506
"1997-02-10";0.557;0.791;0.481
"1997-02-11";3.327;0.712;0.499
"1997-02-12";3.093;0.89;0.534
"1997-02-13";10.346;0.707;0.786
"1997-02-14";12.574;0.714;1.622
"1997-02-15";3.267;0.535;2.937
"1997-02-16";0;0.428;1.77
"1997-02-17";0.126;0.705;1.378
"1997-02-18";10.108;0.768;1.304
"1997-02-19";0;0.634;2.078
"1997-02-20";1.111;0.835;1.474
"1997-02-21";0;0.878;1.235
"1997-02-22";0;0.92;1.098
"1997-02-23";0.638;1.014;1.018
"1997-02-24";7.137;1.076;1.065
"1997-02-25";18.808;1.238;2.843
"1997-02-26";15.142;0.983;5.123
"1997-02-27";0;0.814;4.264
"1997-02-28";0.001;0.996;2.542
"1997-03-01";0;1.262;1.939
"1997-03-02";0;1.2;1.637
"1997-03-03";0;1.276;1.429
"1997-03-04";0;1.552;1.31
"1997-03-05";0.002;1.103;1.146
"1997-03-06";2.155;1.045;1.06
"1997-03-07";0;1.042;0.977
"1997-03-08";0;1.04;0.867
"1997-03-09";0;1.107;0.803
"1997-03-10";0;1.201;0.71
"1997-03-11";0;1.374;0.659
