"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0.079;0;0.775
"1997-01-02";0;0;0.731
"1997-01-03";1.815;0;0.703
"1997-01-04";0.27;0.023;0.663
"1997-01-05";0;0.007;0.613
"1997-01-06";0;0.015;0.577
"1997-01-07";0;0.014;0.544
"1997-01-08";2.002;0.089;0.526
"1997-01-09";0.402;0.128;0.5
"1997-01-10";0;0.062;0.462
"1997-01-11";0;0;0.439
"1997-01-12";0;0;0.411
"1997-01-13";0;0;0.42
"1997-01-14";0;0.035;0.393
"1997-01-15";0;0.153;0.378
"1997-01-16";0;0.294;0.361
"1997-01-17";0;0.372;0.36
"1997-01-18";0.343;0.373;0.394
"1997-01-19";11.879;0.388;0.762
"1997-01-20";0;0.338;1.104
"1997-01-21";0;0.364;0.934
"1997-01-22";2.875;0.5;0.98
"1997-01-23";2.417;0.6;1.226
"1997-01-24";0.773;0.561;1.239
"1997-01-25";0;0.356;1.176
"1997-01-26";0;0.328;1.12
"1997-01-27";0;0.235;1.048
"1997-01-28";0;0.223;0.958
"1997-01-29";0;0.196;0.881
"1997-01-30";0;0.17;0.842
"1997-01-31";0;0.134;0.794
"1997-02-01";0;0.173;0.748
"1997-02-02";0;0.115;0.711
"1997-02-03";0;0.206;0.669
"1997-02-04";0;0.338;0.638
"1997-02-05";10.793;0.508;0.722
"1997-02-06";0;0.379;0.789
"1997-02-07";0;0.423;0.715
"1997-02-08";0;0.511;0.673
"1997-02-09";0;0.52;0.653
"1997-02-10";3.078;0.716;0.635
"1997-02-11";4.282;0.652;0.632
"1997-02-12";4.474;0.872;0.703
"1997-02-13";8.274;0.7;1.078
"1997-02-14";9.16;0.624;1.255
"1997-02-15";5.306;0.538;1.859
"1997-02-16";0;0.401;2.008
"1997-02-17";0.094;0.632;2.079
"1997-02-18";11.368;0.779;2.199
"1997-02-19";0;0.639;2.336
"1997-02-20";1.718;0.864;2.13
"1997-02-21";0;0.852;2.02
"1997-02-22";0;0.972;1.873
"1997-02-23";0.995;0.996;1.73
"1997-02-24";6.41;1.072;1.637
"1997-02-25";42.298;1.172;3.011
"1997-02-26";14.202;1;6.008
"1997-02-27";0;0.833;6.585
"1997-02-28";0;0.921;6.369
"1997-03-01";0;1.21;5.754
"1997-03-02";0;1.167;5.055
"1997-03-03";2.879;1.164;3.761
"1997-03-04";0;1.359;2.907
