"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0;0;0.217
"1997-01-02";0;0;0.201
"1997-01-03";0;0;0.181
"1997-01-04";0;0.018;0.171
"1997-01-05";0;0.047;0.163
"1997-01-06";0;0;0.156
"1997-01-07";0;0.001;0.154
"1997-01-08";0;0.061;0.152
"1997-01-09";0;0.113;0.151
"1997-01-10";0;0.048;0.158
"1997-01-11";0;0.047;0.163
"1997-01-12";0.052;0.047;0.174
"1997-01-13";0.175;0.044;0.195
"1997-01-14";0;0.041;0.195
"1997-01-15";0;0.063;0.182
"1997-01-16";0;0.148;0.17
"1997-01-17";0.262;0.308;0.166
"1997-01-18";1.075;0.317;0.171
"1997-01-19";0.921;0.385;0.18
"1997-01-20";0;0.328;0.236
"1997-01-21";0;0.325;0.287
"1997-01-22";1.971;0.477;0.295
"1997-01-23";0;0.38;0.321
"1997-01-24";0;0.445;0.321
"1997-01-25";0;0.422;0.316
"1997-01-26";0;0.274;0.303
"1997-01-27";0;0.223;0.292
"1997-01-28";0;0.2;0.274
"1997-01-29";0;0.251;0.263
"1997-01-30";0;0.235;0.258
"1997-01-31";0;0.209;0.254
"1997-02-01";0;0.216;0.251
"1997-02-02";0;0.174;0.245
"1997-02-03";0.145;0.257;0.243
"1997-02-04";2.599;0.416;0.246
"1997-02-05";8.169;0.529;0.35
"1997-02-06";0;0.384;0.509
"1997-02-07";0;0.445;0.409
"1997-02-08";0;0.56;0.353
"1997-02-09";0;0.555;0.332
"1997-02-10";1.722;0.697;0.315
"1997-02-11";2.974;0.598;0.335
"1997-02-12";1.478;0.902;0.359
"1997-02-13";10.673;0.722;0.597
"1997-02-14";9.474;0.549;0.801
"1997-02-15";0;0.496;0.902
"1997-02-16";0.004;0.463;0.904
"1997-02-17";0;0.749;0.688
"1997-02-18";9.285;0.812;0.632
"1997-02-19";1.005;0.665;0.686
"1997-02-20";0.356;0.881;0.659
"1997-02-21";0;0.948;0.6
"1997-02-22";0;0.937;0.52
"1997-02-23";0.097;0.901;0.467
"1997-02-24";11.88;1.101;0.477
"1997-02-25";14.624;1.169;0.854
"1997-02-26";4.737;0.976;1.232
"1997-02-27";0;0.859;1.261
"1997-02-28";0;1.078;1.149
"1997-03-01";0;1.096;0.798
"1997-03-02";0.651;1.095;0.674
"1997-03-03";2.425;1.065;0.631
"1997-03-04";1.403;1.333;0.617
"1997-03-05";2.915;1.076;0.62
"1997-03-06";2.425;1.075;0.628
"1997-03-07";0;1.213;0.614
"1997-03-08";0;1.04;0.563
"1997-03-09";0;1.08;0.503
"1997-03-10";0;1.144;0.462
"1997-03-11";0;1.247;0.439
"1997-03-12";0;1.322;0.411
"1997-03-13";0;1.288;0.406
"1997-03-14";1.426;1.175;0.396
"1997-03-15";0;1.206;0.395
"1997-03-16";0;1.388;0.378
"1997-03-17";0;1.433;0.374
