"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0;0;0.147
"1997-01-02";0;0;0.124
"1997-01-03";0.921;0;0.118
"1997-01-04";0.067;0.009;0.11
"1997-01-05";0;0.028;0.104
"1997-01-06";0;0.073;0.102
"1997-01-07";0;0;0.1
"1997-01-08";0.181;0.035;0.098
"1997-01-09";1.995;0.17;0.096
"1997-01-10";0;0.157;0.094
"1997-01-11";0.183;0.183;0.092
"1997-01-12";0;0.215;0.091
"1997-01-13";0;0.197;0.089
"1997-01-14";0;0.137;0.088
"1997-01-15";0;0.206;0.084
"1997-01-16";0;0.267;0.081
"1997-01-17";0;0.35;0.08
"1997-01-18";0.838;0.37;0.081
"1997-01-19";1.617;0.403;0.078
"1997-01-20";0;0.277;0.075
"1997-01-21";0;0.315;0.089
"1997-01-22";0.017;0.507;0.112
"1997-01-23";1.186;0.366;0.133
"1997-01-24";1.027;0.486;0.14
"1997-01-25";0;0.474;0.138
"1997-01-26";0;0.306;0.156
"1997-01-27";0;0.266;0.157
"1997-01-28";0;0.32;0.156
"1997-01-29";0;0.2;0.133
"1997-01-30";0;0.184;0.136
"1997-01-31";0;0.173;0.136
"1997-02-01";0;0.135;0.153
"1997-02-02";0;0.244;0.128
"1997-02-03";0;0.354;0.133
"1997-02-04";4.73;0.449;0.146
"1997-02-05";2.635;0.591;0.147
"1997-02-06";0;0.464;0.17
"1997-02-07";0;0.473;0.19
"1997-02-08";0;0.531;0.182
"1997-02-09";0;0.574;0.162
"1997-02-10";2.658;0.727;0.186
"1997-02-11";4.458;0.623;0.176
"1997-02-12";3.938;0.886;0.177
"1997-02-13";7.034;0.664;0.322
"1997-02-14";16.638;0.734;0.96
"1997-02-15";1.164;0.583;1.792
"1997-02-16";2.678;0.484;2.071
"1997-02-17";1.351;0.805;1.164
"1997-02-18";9.952;0.869;1.046
"1997-02-19";2.599;0.733;1.701
"1997-02-20";0.14;0.882;1.226
"1997-02-21";0;0.905;0.825
"1997-02-22";0;0.958;0.529
"1997-02-23";0;0.892;0.477
"1997-02-24";16.402;1.077;0.578
"1997-02-25";47.548;1.116;1.897
"1997-02-26";9.56;0.95;9.704
"1997-02-27";0;0.819;9.129
"1997-02-28";0;0.987;4.731
"1997-03-01";0;1.075;2.383
"1997-03-02";2.676;1.125;1.35
"1997-03-03";0;1.132;1.079
"1997-03-04";1.723;1.257;0.887
"1997-03-05";0;1.044;0.672
"1997-03-06";0;1.261;0.603
"1997-03-07";0;1.207;0.536
"1997-03-08";0;1.129;0.43
"1997-03-09";0;1.186;0.404
"1997-03-10";0;1.183;0.353
"1997-03-11";0;1.27;0.289
"1997-03-12";0;1.3;0.267
"1997-03-13";0;1.043;0.242
"1997-03-14";0;1.217;0.232
"1997-03-15";0;1.215;0.21
"1997-03-16";0;1.416;0.194
"1997-03-17";0;1.369;0.113
"1997-03-18";1.482;1.143;0.107
"1997-03-19";0.204;1.179;0.156
"1997-03-20";0;1.118;0.205
"1997-03-21";0;1.141;0.189
"1997-03-22";0;1.02;0.178
"1997-03-23";0;1.125;0.172
"1997-03-24";0.025;1.208;0.171
"1997-03-25";0;1.445;0.159
"1997-03-26";0;1.573;0.155
"1997-03-27";0;1.791;0.156
"1997-03-28";0;1.508;0.155
"1997-03-29";0;1.149;0.144
"1997-03-30";0;1.299;0.103
"1997-03-31";0;1.449;0.113
"1997-04-01";0;1.755;0.128
"1997-04-02";0;1.857;0.144
"1997-04-03";0;1.55;0.117
"1997-04-04";0;1.462;0.123
"1997-04-05";0;1.404;0.127
"1997-04-06";0;1.797;0.118
"1997-04-07";0;1.561;0.121
"1997-04-08";0;1.684;0.125
"1997-04-09";0;1.973;0.119
"1997-04-10";0;2.135;0.116
"1997-04-11";0;1.977;0.117
"1997-04-12";0;1.369;0.109
"1997-04-13";0;1.435;0.104
"1997-04-14";0;1.756;0.111
"1997-04-15";0;1.762;0.115
"1997-04-16";0;1.553;0.11
"1997-04-17";0;1.614;0.09
"1997-04-18";0;1.82;0.099
"1997-04-19";0;1.58;0.103
"1997-04-20";0;1.377;0.106
"1997-04-21";0;1.434;0.107
"1997-04-22";0;1.531;0.105
"1997-04-23";0;1.587;0.099
"1997-04-24";0;1.941;0.091
"1997-04-25";2.246;1.912;0.089
"1997-04-26";5.931;2.204;0.094
"1997-04-27";0.268;2.313;0.11
"1997-04-28";3.354;2.561;0.132
"1997-04-29";1.031;2.35;0.118
"1997-04-30";0;2.456;0.088
"1997-05-01";0;2.572;0.099
"1997-05-02";0;2.948;0.096
"1997-05-03";0;3.082;0.095
"1997-05-04";1.886;3.066;0.099
"1997-05-05";8.798;2.706;0.111
"1997-05-06";14.333;1.838;0.152
"1997-05-07";3.304;1.346;0.171
"1997-05-08";8.745;1.658;0.155
"1997-05-09";4.253;2.058;0.151
"1997-05-10";4.072;2.331;0.163
"1997-05-11";3.125;2.482;0.18
"1997-05-12";0.262;2.436;0.158
"1997-05-13";1.833;2.613;0.14
"1997-05-14";1.242;2.9;0.139
"1997-05-15";4.938;3.111;0.137
"1997-05-16";2.178;3.608;0.146
"1997-05-17";1.044;3.356;0.136
"1997-05-18";0.808;3.073;0.129
"1997-05-19";7.696;3.088;0.123
"1997-05-20";9.46;2.657;0.131
"1997-05-21";3.678;2.719;0.159
"1997-05-22";6.768;2.765;0.19
"1997-05-23";0;2.906;0.199
"1997-05-24";0;2.787;0.192
"1997-05-25";0;2.973;0.18
"1997-05-26";0;3.224;0.132
"1997-05-27";0;3.314;0.135
"1997-05-28";0;2.813;0.114
"1997-05-29";0;3.256;0.12
"1997-05-30";0;3.677;0.103
"1997-05-31";0;3.492;0.065
"1997-06-01";0;2.921;0.079
"1997-06-02";0;3.025;0.119
"1997-06-03";0;3.322;0.097
"1997-06-04";0;3.626;0.103
"1997-06-05";0.127;3.906;0.102
"1997-06-06";0;4.243;0.09
"1997-06-07";11.319;4.251;0.059
"1997-06-08";0.142;3.574;0.093
"1997-06-09";0;3.676;0.124
"1997-06-10";0;4.268;0.085
"1997-06-11";11.523;4.214;0.07
"1997-06-12";2.045;3.685;0.098
"1997-06-13";7.311;3.447;0.103
"1997-06-14";1.901;3.336;0.113
"1997-06-15";0.008;3.454;0.113
"1997-06-16";0.012;3.527;0.111
"1997-06-17";0.775;3.209;0.105
"1997-06-18";0;3.424;0.103
"1997-06-19";2.612;3.272;0.098
"1997-06-20";3.567;3.041;0.098
"1997-06-21";7.963;3.093;0.11
"1997-06-22";2.009;3.013;0.112
"1997-06-23";5.73;3.141;0.114
"1997-06-24";0;3.138;0.143
"1997-06-25";7.996;2.973;0.126
"1997-06-26";6.115;3.079;0.098
"1997-06-27";6.109;2.839;0.122
"1997-06-28";0.072;3.234;0.142
"1997-06-29";5.37;2.987;0.143
"1997-06-30";34.986;2.922;0.607
"1997-07-01";1.86;3.005;0.898
"1997-07-02";1.809;2.906;0.445
"1997-07-03";0.573;3.095;0.267
"1997-07-04";3.467;3.059;0.202
"1997-07-05";0;3.242;0.139
"1997-07-06";0;3.532;0.13
"1997-07-07";0;3.817;0.134
"1997-07-08";0;4.078;0.117
"1997-07-09";0;3.987;0.11
"1997-07-10";0;4.096;0.112
"1997-07-11";10.364;4.101;0.115
"1997-07-12";0;3.71;0.232
"1997-07-13";0;3.938;0.188
"1997-07-14";0;3.897;0.125
"1997-07-15";0;3.625;0.115
"1997-07-16";0;3.81;0.108
"1997-07-17";0;3.571;0.102
"1997-07-18";0.001;3.535;0.095
"1997-07-19";0;3.721;0.092
"1997-07-20";0;3.599;0.092
"1997-07-21";0;3.797;0.079
"1997-07-22";0;3.982;0.083
"1997-07-23";0;4.318;0.07
"1997-07-24";0.053;4.005;0.076
"1997-07-25";3.66;3.386;0.078
"1997-07-26";0;3.712;0.08
"1997-07-27";0.01;4.03;0.061
"1997-07-28";0;3.781;0.074
"1997-07-29";0;4.134;0.07
"1997-07-30";0;3.814;0.07
"1997-07-31";0;3.16;0.071
"1997-08-01";0;3.483;0.077
"1997-08-02";0;3.827;0.079
"1997-08-03";0.112;4.139;0.09
"1997-08-04";0.08;4.448;0.078
"1997-08-05";6.665;3.905;0.085
"1997-08-06";8.066;3.813;0.092
"1997-08-07";0;3.824;0.092
"1997-08-08";0;4.11;0.094
"1997-08-09";0.024;4.132;0.092
"1997-08-10";0.004;4.216;0.093
"1997-08-11";1.862;4.164;0.085
"1997-08-12";2.775;4.082;0.083
"1997-08-13";2.06;3.982;0.067
"1997-08-14";0;3.719;0.075
"1997-08-15";0;3.797;0.074
"1997-08-16";0;4.028;0.076
"1997-08-17";0.697;3.732;0.085
"1997-08-18";4.581;3.669;0.074
"1997-08-19";0.003;3.722;0.074
"1997-08-20";0;3.711;0.066
"1997-08-21";0;3.737;0.074
"1997-08-22";0;3.724;0.079
"1997-08-23";0;3.928;0.078
"1997-08-24";0.357;3.835;0.075
"1997-08-25";0;3.381;0.074
"1997-08-26";0;2.904;0.072
"1997-08-27";4.381;2.91;0.073
"1997-08-28";7.686;2.623;0.085
"1997-08-29";0.444;2.586;0.079
"1997-08-30";11.454;2.904;0.093
"1997-08-31";0;3.118;0.094
"1997-09-01";0;2.524;0.088
"1997-09-02";0;2.453;0.085
"1997-09-03";0;2.485;0.082
"1997-09-04";1.103;2.634;0.083
"1997-09-05";0;2.485;0.101
"1997-09-06";0;2.279;0.072
"1997-09-07";0;2.128;0.091
"1997-09-08";0;2.345;0.088
"1997-09-09";0;2.205;0.087
"1997-09-10";0;2.17;0.089
"1997-09-11";0;2.331;0.068
"1997-09-12";4.465;2.234;0.069
"1997-09-13";0;1.905;0.075
"1997-09-14";0;1.644;0.068
"1997-09-15";0;1.736;0.085
"1997-09-16";0;1.944;0.071
"1997-09-17";0;2.229;0.063
"1997-09-18";0;2.37;0.073
"1997-09-19";0.984;2.44;0.07
"1997-09-20";0.023;2.237;0.067
"1997-09-21";0;1.889;0.06
"1997-09-22";0;1.89;0.063
"1997-09-23";0;1.861;0.065
"1997-09-24";0;1.909;0.097
"1997-09-25";0;1.873;0.08
"1997-09-26";0;1.84;0.067
"1997-09-27";0;1.767;0.038
"1997-09-28";0;1.802;0.048
"1997-09-29";0;1.803;0.064
"1997-09-30";0;1.884;0.061
"1997-10-01";0;1.854;0.063
"1997-10-02";0;1.828;0.061
"1997-10-03";0;1.493;0.066
"1997-10-04";0;1.331;0.076
"1997-10-05";0;1.335;0.071
"1997-10-06";2.601;1.68;0.067
"1997-10-07";1.125;1.655;0.086
"1997-10-08";6.262;1.655;0.076
"1997-10-09";0.622;1.853;0.067
"1997-10-10";1.151;1.562;0.069
"1997-10-11";13.376;1.228;0.072
"1997-10-12";3.309;1.216;0.091
"1997-10-13";2.425;0.952;0.116
"1997-10-14";0.736;0.894;0.111
"1997-10-15";4.117;1.089;0.119
"1997-10-16";0.361;1.272;0.099
"1997-10-17";0;1.249;0.095
"1997-10-18";0;1.242;0.069
"1997-10-19";0;1.279;0.089
"1997-10-20";2.138;1.268;0.086
"1997-10-21";0.072;1.032;0.09
"1997-10-22";0;0.906;0.088
"1997-10-23";0;0.761;0.095
"1997-10-24";0;0.711;0.09
"1997-10-25";0;0.611;0.091
"1997-10-26";0;0.634;0.083
"1997-10-27";0;0.693;0.086
"1997-10-28";0;0.423;0.083
"1997-10-29";0;0.394;0.086
"1997-10-30";0;0.453;0.085
"1997-10-31";0;0.524;0.083
"1997-11-01";0;0.388;0.084
"1997-11-02";0;0.325;0.082
"1997-11-03";0;0.519;0.076
"1997-11-04";4.274;0.738;0.083
"1997-11-05";4.013;0.871;0.101
"1997-11-06";16.224;0.8;0.112
"1997-11-07";2.25;0.759;0.149
"1997-11-08";15.964;0.739;0.144
"1997-11-09";4.592;0.668;0.214
"1997-11-10";1.493;0.604;0.158
"1997-11-11";0.676;0.572;0.152
"1997-11-12";0.193;0.507;0.139
"1997-11-13";0;0.505;0.132
"1997-11-14";0;0.496;0.118
"1997-11-15";0.526;0.677;0.114
