"day";"p_mm";"pet_ou_mm";"q_mm"
"1997-01-01";0;0;0.317
"1997-01-02";0.178;0;0.276
"1997-01-03";0.052;0;0.262
"1997-01-04";8.576;0.077;0.261
"1997-01-05";0.02;0.055;0.256
"1997-01-06";0;0.119;0.236
"1997-01-07";0;0;0.218
"1997-01-08";3.889;0.14;0.209
"1997-01-09";0;0.3;0.281
"1997-01-10";0;0.24;0.377
"1997-01-11";0;0.166;0.409
"1997-01-12";0;0.063;0.384
"1997-01-13";0;0.077;0.341
"1997-01-14";0;0.143;0.31
"1997-01-15";0;0.321;0.271
"1997-01-16";0;0.4;0.227
"1997-01-17";0;0.466;0.231
"1997-01-18";2.146;0.429;0.344
"1997-01-19";10.754;0.444;1.651
"1997-01-20";0.006;0.346;3.591
"1997-01-21";0.378;0.55;2.264
"1997-01-22";0.186;0.718;1.648
"1997-01-23";2.611;0.718;1.765
"1997-01-24";0;0.625;1.677
"1997-01-25";0;0.549;1.286
"1997-01-26";0;0.458;1.067
"1997-01-27";0;0.381;0.889
"1997-01-28";0;0.265;0.744
"1997-01-29";0;0.231;0.663
"1997-01-30";0;0.179;0.62
"1997-01-31";0;0.16;0.525
"1997-02-01";0;0.172;0.477
"1997-02-02";0;0.225;0.44
"1997-02-03";0;0.348;0.418
"1997-02-04";0;0.441;0.39
"1997-02-05";8.573;0.596;0.444
"1997-02-06";0;0.392;0.579
"1997-02-07";0;0.507;0.588
"1997-02-08";0;0.501;0.538
"1997-02-09";0;0.441;0.492
"1997-02-10";0.811;0.775;0.441
"1997-02-11";3.335;0.805;0.405
"1997-02-12";1.901;0.987;0.442
"1997-02-13";4.858;0.828;0.531
"1997-02-14";18.108;0.798;2.026
"1997-02-15";4.017;0.629;5.322
"1997-02-16";0;0.435;4.102
"1997-02-17";0.996;0.791;2.608
"1997-02-18";9.474;0.866;1.807
"1997-02-19";0;0.703;2.06
"1997-02-20";1.007;0.979;2.127
"1997-02-21";0;0.948;1.966
"1997-02-22";0;0.874;1.735
"1997-02-23";7.287;1.001;1.329
"1997-02-24";5.826;1.158;1.665
"1997-02-25";8.031;1.37;2.684
"1997-02-26";6.257;1.103;3.187
"1997-02-27";0;0.877;3.173
"1997-02-28";0;0.962;2.37
"1997-03-01";0;1.17;1.789
"1997-03-02";0;1.119;1.426
"1997-03-03";0;1.324;1.155
"1997-03-04";0.1;1.605;0.845
"1997-03-05";0.7;1.166;0.272
"1997-03-06";2.411;1.164;0.485
"1997-03-07";0;1.142;0.586
